Topic	Title	Link	EDAM topic	EDAM operation	Creation	Last modification	Version	Tutorial	Slides	Video	Workflows	Tools	Servers with precise tool versions	Servers with tool but different versions	Feedback number	Feedback mean note	Visitors	Page views	Visit duration	Video views
Genome Annotation	Refining Genome Annotations with Apollo (prokaryotes)	https://training.galaxyproject.org//topics/genome-annotation/tutorials/apollo/tutorial.html	Genomics, Microbiology, Gene and protein families, Sequence analysis	Genome visualisation	2021-06-04	2025-05-15	22	True	True	True	True	list_organism, create_or_update, iframe, jbrowse, create_account		UseGalaxy.be, UseGalaxy.cz, UseGalaxy.eu, UseGalaxy.no	0		3783308	8607570	13.216666666666667	0
Genome Annotation	Bacterial Genome Annotation	https://training.galaxyproject.org//topics/genome-annotation/tutorials/bacterial-genome-annotation/tutorial.html	Genomics, Microbiology, Gene and protein families, Sequence analysis, Whole genome sequencing, Functional genomics, Mobile genetic elements	Genome annotation, Sequence motif recognition, Genome visualisation, Nucleic acid feature detection, Scaffolding, Structural variation detection, Multilocus sequence typing, Protein feature detection, Genome assembly	2024-02-01	2024-10-15	6	True	False	True	True	tbl2gff3, isescan, upload1, tp_tail_tool, Grouping1, jbrowse, integron_finder, tp_replace_in_column, plasmidfinder, bakta	UseGalaxy.eu, UseGalaxy.fr	Galaxy@AuBi, UseGalaxy.be, UseGalaxy.cz, UseGalaxy.org (Main)	0		9062	12385	7.933333333333334	0
Genome Annotation	Identification of AMR genes in an assembled bacterial genome	https://training.galaxyproject.org//topics/genome-annotation/tutorials/amr-gene-detection/tutorial.html	Whole genome sequencing, Public health and epidemiology, Genomics, Microbiology, Sequence analysis, Infectious disease, Antimicrobial resistance	Genome annotation, Read mapping, Genome visualisation, Antimicrobial resistance prediction	2024-01-23	2025-12-18	10	True	False	True	True	tbl2gff3, upload1, bowtie2, jbrowse, staramr_search, Grep1, bakta	Galaxy@AuBi, UseGalaxy.be, UseGalaxy.cz, UseGalaxy.eu, UseGalaxy.fr	UseGalaxy.org (Main)	0		4720	6382	9.1	0
Genome Annotation	Bacterial genome quality control	https://training.galaxyproject.org//topics/genome-annotation/tutorials/bacterial-genome-quality-control/tutorial.html	Genomics, Microbiology	Sequence composition calculation, Validation, Genome comparison, Statistical calculation, Sequence assembly validation, Sequencing quality control	2025-03-14	2025-03-14	1	True	False	False	False	drep_dereplicate, checkm2, upload1	UseGalaxy.eu, UseGalaxy.fr, UseGalaxy.org (Main)	GalaxyTrakr, UseGalaxy.cz	0		237	277	12.133333333333333	0
Genome Annotation	Dataset construction for bacterial comparative genomics	https://training.galaxyproject.org//topics/genome-annotation/tutorials/bacterial-comparative-genomics-dataset-construction/tutorial.html	Genomics, Microbiology	Data handling, Sequence database search, Data retrieval	2025-03-14	2026-04-13	2	True	False	False	False	upload1, cat1, Cut1, Remove beginning1, bg_uniq, sort1, datasets_download_genome	UseGalaxy.fr	UseGalaxy.cz	0		147	165	12.8	0
Genome Annotation	Comparative gene analysis in unannotated genomes	https://training.galaxyproject.org//topics/genome-annotation/tutorials/gene-centric/tutorial.html	Genomics, Gene and protein families, Sequence analysis, Phylogeny, Comparative genomics	Multiple sequence alignment, Database search, Sequence alignment analysis, Coding region prediction, Phylogenetic tree generation, De-novo assembly, Transcriptome assembly	2022-09-08	2025-06-03	10	True	False	False	True	rbc_mafft, bg_diamond_makedb, cat1, Cut1, Filter1, collapse_dataset, regexColumn1, gops_intersect_1, Add_a_column1, orfipy, tp_split_on_column, tab2fasta, bg_diamond, join1, rapidnj, bg_diamond_view	UseGalaxy.eu, UseGalaxy.org (Main)	UseGalaxy.cz	0		2149	2932	9.883333333333333	0
Genome Annotation	Essential genes detection with Transposon insertion sequencing	https://training.galaxyproject.org//topics/genome-annotation/tutorials/tnseq/tutorial.html	Genomics, Microbiology, Sequence analysis, Mobile genetic elements	Read pre-processing, Sequence trimming, Transposon prediction, Primer removal	2019-07-02	2024-03-18	12	True	True	False	True	tp_easyjoin_tool, transit_gumbel, Cut1, bowtie_wrapper, bg_find_subsequences, Filter1, tp_sort_header_tool, deeptools_bam_coverage, gff_to_prot, Add_a_column1, __EXTRACT_DATASET__, cutadapt	UseGalaxy.org.au, UseGalaxy.be, UseGalaxy.no	UseGalaxy.cz, UseGalaxy.eu	0		4016857	9399197	5.733333333333333	0
Variant Analysis	Microbial Variant Calling	https://training.galaxyproject.org//topics/variant-analysis/tutorials/microbial-variants/tutorial.html	Genomics, Sequence assembly, DNA polymorphism, Microbiology, Sequence analysis, Genetic variation	Genome visualisation, Phylogenetic tree generation, Phylogenetic tree visualisation, Variant calling	2018-02-26	2026-01-23	25	True	False	False	True	snippy, jbrowse	UseGalaxy.be, UseGalaxy.eu, UseGalaxy.org (Main)	GalaxyTrakr, UseGalaxy.org.au, UseGalaxy.cz, UseGalaxy.fr, UseGalaxy.no	0		16528	25990	5.016666666666667	0
Microbiome	Analyses of metagenomics data - The global picture	https://training.galaxyproject.org//topics/microbiome/tutorials/general-tutorial/tutorial.html	Metagenomics, Microbial ecology, Taxonomy, Sequence analysis, Metabarcoding	Sequence read processing, Taxonomic classification, DNA barcoding, Visualisation, Sequencing quality control, Phylogenetic analysis, Sequence clustering	2017-06-22	2024-08-09	4	True	False	False	True	mothur_filter_seqs, humann2_regroup_table, mothur_make_biom, humann2_renorm_table, mothur_summary_seqs, metaphlan2, mothur_make_group, mothur_unique_seqs, mothur_cluster_split, mothur_classify_otu, mothur_align_seqs, mothur_pre_cluster, mothur_make_shared, taxonomy_krona_chart, mothur_screen_seqs, mothur_count_seqs, mothur_merge_files, krona-text, metaphlan2krona, humann2, mothur_classify_seqs		UseGalaxy.org.au, UseGalaxy.fr, UseGalaxy.no	0		11730	15726	5.716666666666667	0
Microbiome	16S Microbial analysis with Nanopore data	https://training.galaxyproject.org//topics/microbiome/tutorials/nanopore-16S-metagenomics/tutorial.html	Microbial ecology, Taxonomy, Sequence analysis, Metabarcoding	Taxonomic classification, Sequence composition calculation, Validation, Statistical calculation, Sequence contamination filtering, Visualisation, Sequencing quality control	2020-11-24	2024-07-31	5	True	False	False	True	datamash_reverse, tp_replace_in_line, fastqc, Remove beginning1, multiqc, taxonomy_krona_chart, porechop, kraken2, fastp	UseGalaxy.org.au, UseGalaxy.be, UseGalaxy.eu, UseGalaxy.no, UseGalaxy.org (Main)	GalaxyTrakr, UseGalaxy.cz, UseGalaxy.fr	0		10569	14561	5.483333333333333	0
Microbiome	Taxonomic Profiling and Visualization of Metagenomic Data	https://training.galaxyproject.org//topics/microbiome/tutorials/taxonomic-profiling/tutorial.html	Metagenomics, Microbial ecology, Taxonomy, Sequence analysis	Taxonomic classification, Statistical calculation, Genome annotation, Aggregation, Visualisation	2023-05-03	2026-05-11	8	True	False	True	True	interactive_tool_phinch, est_abundance, __UNZIP_COLLECTION__, metaphlan, krakentools_kreport2krona, taxonomy_krona_chart, kraken2, kraken_biom, interactive_tool_pavian	UseGalaxy.org.au, UseGalaxy.be, UseGalaxy.eu, UseGalaxy.fr, UseGalaxy.org (Main)		0		15726	20886	5.633333333333334	0
Microbiome	Metatranscriptomics analysis using microbiome RNA-seq data	https://training.galaxyproject.org//topics/microbiome/tutorials/metatranscriptomics/tutorial.html	Metatranscriptomics, Microbial ecology, Taxonomy, Function analysis, Sequence analysis	Sequence composition calculation, Conversion, Sequence similarity search, Phylogenetic tree visualisation, Aggregation, Sequencing quality control, Read pre-processing, Phylogenetic analysis, Phylogenetic inference, Sequence alignment analysis, Sequence trimming, Phylogenetic tree editing, Species frequency estimation, Sequence comparison, Taxonomic classification, Primer removal, Validation, Statistical calculation, Visualisation	2019-11-21	2025-06-16	6	True	True	True	True	Grouping1, humann_renorm_table, graphlan_annotate, Grep1, fastq_paired_end_interlacer, fastqc, humann, metaphlan, bg_sortmerna, humann_regroup_table, cutadapt, humann_split_stratified_table, graphlan, export2graphlan, multiqc, combine_metaphlan_humann, taxonomy_krona_chart, humann_rename_table, tp_find_and_replace, Cut1, tp_sort_header_tool, humann_unpack_pathways	UseGalaxy.be, UseGalaxy.cz, UseGalaxy.fr, UseGalaxy.org (Main)	UseGalaxy.eu	0		4016246	9394317	6.866666666666666	0
Microbiome	Identification of the micro-organisms in a beer using Nanopore sequencing	https://training.galaxyproject.org//topics/microbiome/tutorials/beer-data-analysis/tutorial.html	Metagenomics, Microbial ecology, Taxonomy, Sequence analysis	Visualisation, Taxonomic classification, Sequence composition calculation, Statistical calculation, Sequence contamination filtering, Aggregation, Sequencing quality control	2022-09-29	2024-11-29	5	True	False	True	True	Filter1, fastqc, krakentools_kreport2krona, taxonomy_krona_chart, porechop, kraken2, fastp	UseGalaxy.org.au, UseGalaxy.be, UseGalaxy.eu, UseGalaxy.org (Main)	GalaxyTrakr, UseGalaxy.cz, UseGalaxy.fr, UseGalaxy.no	0		3580	5171	8.45	0
Microbiome	Binning of metagenomic sequencing data	https://training.galaxyproject.org//topics/microbiome/tutorials/metagenomics-binning/tutorial.html	Metagenomics, Sequence assembly	Sequence composition calculation, Validation, Statistical calculation, Genome annotation, Sequence assembly, Sequence assembly validation, Sequencing quality control, Read mapping, Read binning, Genome comparison, Sequence clustering	2023-12-05	2026-04-09	9	True	False	True	True	drep_dereplicate, Fasta_to_Contig2Bin, metabat2, __BUILD_LIST__, maxbin2, bowtie2, concoct_cut_up_fasta, samtools_sort, concoct, concoct_coverage_table, concoct_merge_cut_up_clustering, das_tool, metabat2_jgi_summarize_bam_contig_depths, semibin, concoct_extract_fasta_bins, checkm_lineage_wf, binette	UseGalaxy.be, UseGalaxy.cz, UseGalaxy.eu, UseGalaxy.fr	GalaxyTrakr, UseGalaxy.org.au, UseGalaxy.org (Main)	0		7673	9362	5.45	0
Microbiome	Metatranscriptomics analysis using microbiome RNA-seq data (short)	https://training.galaxyproject.org//topics/microbiome/tutorials/metatranscriptomics-short/tutorial.html	Metatranscriptomics, Microbial ecology, Taxonomy, Function analysis, Sequence analysis	Sequence composition calculation, Conversion, Sequence similarity search, Phylogenetic tree visualisation, Sequencing quality control, Read pre-processing, Phylogenetic analysis, Phylogenetic inference, Sequence alignment analysis, Sequence trimming, Phylogenetic tree editing, Species frequency estimation, Sequence comparison, Taxonomic classification, Primer removal, Validation, Statistical calculation, Visualisation	2020-02-13	2025-06-16	6	True	False	True	True	humann_renorm_table, graphlan_annotate, Grep1, fastq_paired_end_interlacer, fastqc, humann, metaphlan, bg_sortmerna, humann_regroup_table, cutadapt, humann_split_stratified_table, graphlan, export2graphlan, multiqc, taxonomy_krona_chart, humann_rename_table, tp_find_and_replace, Cut1, combine_metaphlan2_humann2, tp_sort_header_tool, humann_unpack_pathways	UseGalaxy.org.au, UseGalaxy.be, UseGalaxy.org (Main)	UseGalaxy.cz, UseGalaxy.no	0		1134	1433	9.8	0
Microbiome	Antibiotic resistance detection	https://training.galaxyproject.org//topics/microbiome/tutorials/plasmid-metagenomics-nanopore/tutorial.html	Metagenomic sequencing, Public health and epidemiology, Metagenomics, Microbiology, Infectious disease, Sequence analysis, Antimicrobial resistance	Sequence analysis, Scatter plot plotting, Sequence assembly visualisation, Pairwise sequence alignment, Box-Whisker plot plotting, Aggregation, Genome assembly, Mapping assembly, De-novo assembly, Antimicrobial resistance prediction	2019-06-25	2024-06-14	4	True	False	True	True	PlasFlow, staramr_search, gfa_to_fa, bandage_image, nanoplot, racon, miniasm, minimap2, unicycler	UseGalaxy.eu	UseGalaxy.org.au, UseGalaxy.be, UseGalaxy.cz, UseGalaxy.fr, UseGalaxy.no, UseGalaxy.org (Main)	0		4449	6027	6.933333333333334	0
Microbiome	Remove contamination and host reads	https://training.galaxyproject.org//topics/microbiome/tutorials/host-removal/tutorial.html		Read mapping, Validation, Sequencing quality control	2025-12-18	2026-05-12	3	True	False	True	True	multiqc, bowtie2, __ZIP_COLLECTION__	Galaxy@AuBi, UseGalaxy.org.au, UseGalaxy.be, UseGalaxy.cz, UseGalaxy.eu, UseGalaxy.fr, UseGalaxy.org (Main)	GalaxyTrakr, MISSISSIPPI, UseGalaxy.no	0		532	641	9.866666666666667	0
Microbiome	Pathogen detection from (direct Nanopore) sequencing data using Galaxy - Foodborne Edition	https://training.galaxyproject.org//topics/microbiome/tutorials/pathogen-detection-from-nanopore-foodborne-data/tutorial.html	Metagenomics, Public health and epidemiology, Taxonomy, Sequence assembly, Pathology, Sequence analysis	Sequence composition calculation, Sequence assembly visualisation, Variant calling, Pairwise sequence alignment, Sequence assembly, Aggregation, Sequencing quality control, Phylogenetic tree generation, Multiple sequence alignment, Sequence alignment analysis, De-novo assembly, Antimicrobial resistance prediction, Taxonomic classification, Phylogenetic tree analysis, Scatter plot plotting, Validation, Statistical calculation, Cross-assembly, Data handling, Box-Whisker plot plotting, Sequence contamination filtering, Visualisation, Mapping, Phylogenetic tree reconstruction, Base-calling, Multilocus sequence typing, Mapping assembly, Genome assembly	2023-01-26	2025-11-18	12	True	False	True	True	mlst, snpSift_extractFields, Count1, __BUILD_LIST__, clair3, Grouping1, bandage_image, clustalw, bcftools_norm, Remove beginning1, regexColumn1, compose_text_param, samtools_depth, krakentools_kreport2krona, tab2fasta, regex1, tp_cut_tool, split_file_to_collection, kraken2, Grep1, minimap2, samtools_fastx, collapse_dataset, fasttree, tp_multijoin_tool, fastqc, nanoplot, tp_split_on_column, fasta2tab, porechop, fastp, __FILTER_EMPTY_DATASETS__, flye, tp_head_tool, newick_display, bedtools_getfastabed, table_compute, param_value_from_file, bcftools_consensus, collection_element_identifiers, medaka_consensus_pipeline, multiqc, snpSift_filter, samtools_coverage, taxonomy_krona_chart, fasta_merge_files_and_filter_unique_sequences, CONVERTER_gz_to_uncompressed, ggplot2_heatmap, tp_replace_in_column, add_line_to_file, tp_find_and_replace, __FILTER_FAILED_DATASETS__, barchart_gnuplot, abricate, Cut1, tp_sorted_uniq, Add_a_column1, collection_column_join, krakentools_extract_kraken_reads, bamtools_split_mapped, Paste1	UseGalaxy.eu	UseGalaxy.org.au, UseGalaxy.be, UseGalaxy.cz	0		6033	8691	8.6	0
Microbiome	Building an amplicon sequence variant (ASV) table from 16S data using DADA2	https://training.galaxyproject.org//topics/microbiome/tutorials/dada-16S/tutorial.html	Microbial ecology, Taxonomy, Sequence analysis, Metabarcoding	Deposition, Analysis, Variant calling, DNA barcoding, Visualisation	2024-06-05	2026-04-13	12	True	False	True	True	Grouping1, dada2_makeSequenceTable, dada2_seqCounts, dada2_learnErrors, __UNZIP_COLLECTION__, cat1, tp_head_tool, phyloseq_from_dada2, __SORTLIST__, dada2_plotQualityProfile, dada2_filterAndTrim, collection_element_identifiers, tp_replace_in_column, dada2_removeBimeraDenovo, tp_replace_in_line, dada2_assignTaxonomyAddspecies, interactive_tool_phyloseq, dada2_mergePairs, Add_a_column1, dada2_dada	UseGalaxy.org.au, UseGalaxy.eu, UseGalaxy.fr, UseGalaxy.org (Main)		0		10279	14681	5.533333333333333	0
Microbiome	Assembly of metagenomic sequencing data	https://training.galaxyproject.org//topics/microbiome/tutorials/metagenomics-assembly/tutorial.html	Metagenomics, Sequence assembly	Sequence composition calculation, Sequence assembly visualisation, Sequence file editing, Variant calling, Formatting, Sequencing quality control, Read pre-processing, Read mapping, Sequence alignment analysis, Sequence trimming, Primer removal, Statistical calculation, Data handling, Sequence assembly validation, Sequence contamination filtering, Visualisation, Local alignment, Genome assembly	2022-12-05	2026-05-11	11	True	False	True	True	bg_uniq, tp_cat, bandage_info, filter_tabular, bandage_image, bowtie2, fastqc, coverm_contig, quast, collection_column_join, megahit_contig2fastg, seqtk_subseq, cutadapt, megahit, random_lines1, bamtools, metaspades, ngsutils_bam_filter		UseGalaxy.cz, UseGalaxy.eu, UseGalaxy.fr, UseGalaxy.org (Main)	0		5787	7941	10.416666666666666	0
Microbiome	QIIME 2 Cancer Microbiome Intervention	https://training.galaxyproject.org//topics/microbiome/tutorials/qiime2-cancer-microbiome-intervention/tutorial.html	Microbial ecology, Taxonomy, Sequence analysis, Metabarcoding		2024-02-12	2024-03-14	3	external	False	False	False			UseGalaxy.eu, UseGalaxy.org, UseGalaxy.org.au, UseGalaxy.fr, UseGalaxy.ca	0		569	918	10.0	0
Microbiome	Building and Annotating Metagenome-Assembled Genomes (MAGs) from Short Metagenomics Paired Reads	https://training.galaxyproject.org//topics/microbiome/tutorials/mags-building/tutorial.html	Metagenomics, Sequence assembly	Sequence composition calculation, Validation, Statistical calculation, Genome annotation, Data handling, Sequence assembly validation, Sequencing quality control, Genome comparison	2025-12-18	2026-05-18	6	True	False	True	False	drep_dereplicate, Grouping1, Cut1, cat1, tp_sort_header_tool, fasterq_dump, kmetashot, Remove beginning1, multiqc, collapse_dataset, collection_column_join, __EXTRACT_DATASET__, Summary_Statistics1, tp_replace_in_column, join1, checkm_lineage_wf, bakta	UseGalaxy.eu, UseGalaxy.org (Main)	UseGalaxy.cz	0		1506	2003	6.566666666666666	0
Microbiome	QIIME 2 Moving Pictures	https://training.galaxyproject.org//topics/microbiome/tutorials/qiime2-moving-pictures/tutorial.html	Microbial ecology, Taxonomy, Sequence analysis, Metabarcoding		2024-03-14	2026-02-18	2	external	False	False	False			UseGalaxy.eu, UseGalaxy.org, UseGalaxy.org.au, UseGalaxy.fr, UseGalaxy.ca	0		852	1268	7.366666666666666	0
Microbiome	16S Microbial Analysis with mothur (short)	https://training.galaxyproject.org//topics/microbiome/tutorials/mothur-miseq-sop-short/tutorial.html	Microbial ecology, Taxonomy, Sequence analysis, Metabarcoding	Sequence read processing, Taxonomic classification, Phylogenetic tree analysis, DNA barcoding, Visualisation, Sequencing quality control, Phylogenetic tree reconstruction, Phylogenetic analysis, Phylogenetic tree generation, Sequence clustering	2019-05-13	2025-12-18	6	True	False	True	True	mothur_filter_seqs, mothur_dist_shared, mothur_summary_seqs, XY_Plot_1, mothur_sub_sample, collapse_dataset, mothur_count_groups, mothur_venn, mothur_unique_seqs, mothur_cluster_split, mothur_classify_otu, mothur_pre_cluster, mothur_summary_single, mothur_dist_seqs, mothur_remove_seqs, newick_display, mothur_tree_shared, mothur_make_shared, mothur_remove_lineage, mothur_remove_groups, mothur_screen_seqs, mothur_count_seqs, mothur_heatmap_sim, mothur_cluster, mothur_classify_seqs, mothur_chimera_vsearch, mothur_rarefaction_single	UseGalaxy.org.au, UseGalaxy.be, UseGalaxy.cz, UseGalaxy.eu, UseGalaxy.no, UseGalaxy.org (Main)	UseGalaxy.fr	0		6894	11590	7.766666666666667	0
Microbiome	16S Microbial Analysis with mothur (extended)	https://training.galaxyproject.org//topics/microbiome/tutorials/mothur-miseq-sop/tutorial.html	Microbial ecology, Taxonomy, Sequence analysis, Metabarcoding	Sequence read processing, Taxonomic classification, Phylogenetic tree analysis, DNA barcoding, Visualisation, Sequencing quality control, Phylogenetic tree reconstruction, Phylogenetic analysis, Phylogenetic tree generation, Sequence clustering	2017-02-12	2025-12-18	5	True	False	False	True	mothur_filter_seqs, mothur_make_biom, mothur_dist_shared, mothur_summary_seqs, XY_Plot_1, mothur_sub_sample, mothur_count_groups, mothur_venn, mothur_make_contigs, mothur_unique_seqs, mothur_cluster_split, mothur_classify_otu, mothur_align_seqs, mothur_pre_cluster, mothur_summary_single, mothur_dist_seqs, mothur_taxonomy_to_krona, mothur_remove_seqs, newick_display, mothur_tree_shared, mothur_make_shared, mothur_remove_lineage, mothur_remove_groups, taxonomy_krona_chart, mothur_get_groups, mothur_screen_seqs, mothur_count_seqs, mothur_heatmap_sim, mothur_seq_error, mothur_cluster, mothur_chimera_vsearch, mothur_classify_seqs, mothur_rarefaction_single	UseGalaxy.be, UseGalaxy.eu	UseGalaxy.org.au, UseGalaxy.cz, UseGalaxy.fr, UseGalaxy.no, UseGalaxy.org (Main)	0		14640	21511	5.016666666666667	0
Variant Analysis	M. tuberculosis Variant Analysis	https://training.galaxyproject.org//topics/variant-analysis/tutorials/tb-variant-analysis/tutorial.html	Genomics, Microbiology, Sequence assembly, Genetic variation, Public health and epidemiology, Infectious disease	Taxonomic classification, Sequence analysis, Sequence composition calculation, Validation, Statistical calculation, Variant calling, Genome visualisation, Phylogenetic tree visualisation, Sequence contamination filtering, Sequencing quality control, Local alignment, Global alignment, Sequence alignment analysis, Sequence alignment, Phylogenetic tree generation, Antimicrobial resistance prediction	2020-07-25	2026-01-06	32	True	False	True	True	__FLATTEN__, tp_sed_tool, tb_variant_filter, kraken2, snippy, fastqc, jbrowse, fastp, bcftools_consensus, samtools_stats, EMBOSS: seqret84, multiqc, qualimap_bamqc, tp_awk_tool, upload1, EMBOSS:%20seqret84, jvarkit_wgscoverageplotter, mosdepth, tb_profiler_profile, tbvcfreport			0		8747	13213	7.783333333333333	0
